ID	PAGE	TYPE	ITALIAN	MALAY	DOCULECT	WORD	WORD2	tokenized	transliterated	transliterated_common	TOBA_BATAK_SOURCE	REMARK
686	272	word	Ginocchio	Lutút	NIAS	Balu duhi	balu duhi	b a l u # d u h i	b a l u # d u h i	balu duhi		
687	272	word	Ginocchio	Lutút	TOBA_BATAK	Ulu ni tot	ulu ni tot	u l u # n i # t o t	u l u # n i # t o t	ulu ni tot	J. S. A. Van Dissel	
688	272	word	Ginocchio	Lutút	ENGGANO	Epòo	epòo	e p ò o	e p O o	epOo		
689	272	word	Ginocchio	Lutút	ENGGANO	Epu	epu	e p u	e p u	epu		
690	272	word	Giorno	Arí	NIAS	Sara sibaia	sara sibaia	s a r a # s i b ai a	s a r a # s i b a:i a	sara siba:ia		
691	272	word	Giorno	Arí	TOBA_BATAK	Hari	hari	h a r i	h a r i	hari		
692	272	word	Giorno	Arí	ENGGANO	Cahapò	cahapò	c a h a p ò	k a h a p O	kahapO		
693	272	word	Giovane	Múda	NIAS	Awúgiu	awúgiu	a w ú gi u	a w u c u	awucu		
694	272	word	Giovane	Múda	TOBA_BATAK	Poso	poso	p o s o	p o s o	poso		
695	272	word	Giovane	Múda	ENGGANO	Eaha	eaha	e a h a	e a h a	eaha		
696	272	word	Giù	Di bawá	NIAS	Tou	tou	t ou	t o:u	to:u		
697	272	word	Giù	Di bawá	TOBA_BATAK	Di tóru	di tóru	d i # t ó r u	d i # t o r u	di toru		
698	272	word	Giù	Di bawá	ENGGANO	Itòpo	itòpo	i t ò p o	i t O p o	itOpo		
699	272	word	Giurare	Sumpá	NIAS	M<i>o</i>i ba h<i>o</i>lu	moi ba holu	m o i # b a # h o l u	m o i # b a # h o l u	moi ba holu		
700	272	word	Giurare	Sumpá	TOBA_BATAK	Manabas	manabas	m a n a b a s	m a n a b a s	manabas	J. S. A. Van Dissel	
701	272	word	Giurare	Sumpá	ENGGANO	Bahitò	bahitò	b a h i t ò	b a h i t O	bahitO		
702	272	word	Gomito	Sicu	NIAS	Talinga ziu	talinga ziu	t a l i n g a # z i u	t a l i n j a # z i u	talinja ziu		
703	272	word	Gomito	Sicu	TOBA_BATAK	Suhi²	suhi²	s u h i ²	s u h i ²	suhi²		
704	272	word	Gomito	Sicu	ENGGANO	Epú ápo	epú ápo	e p ú # á p o	e p u # a p o	epu apo		
705	272	word	Gota	Pipì	NIAS	Boo	boo	b o o	b o o	boo		
706	272	word	Gota	Pipì	TOBA_BATAK				⁇	⁇		
707	272	word	Gota	Pipì	ENGGANO	Papa	papa	p a p a	p a p a	papa		
708	272	word	Gota	Pipì	ENGGANO	Epapa	epapa	e p a p a	e p a p a	epapa		
709	272	word	Grande	Besár	NIAS	Ebúa	ebúa	e b ú a	e b u a	ebua		
710	272	word	Grande	Besár	TOBA_BATAK	Balga	balga	b a l g a	b a l j a	balja		
711	272	word	Grande	Besár	ENGGANO	Amuho	amuho	a m u h o	a m u h o	amuho		
712	272	word	Guerreggiare	Melawán	NIAS	Fanúwo	fanúwo	f a n ú w o	f a n u w o	fanuwo		GPWR--reciprocal ""papuru"" 'to fight' (?)
713	272	word	Guerreggiare	Melawán	TOBA_BATAK	Marmuus	marmuus	m a r m u u s	m a r m u u s	marmuus	J. S. A. Van Dissel	GPWR--reciprocal ""papuru"" 'to fight' (?)
714	272	word	Guerreggiare	Melawán	ENGGANO	Caparí papuru	caparí papuru	c a p a r í # p a p u r u	k a p a r i # p a p u r u	kapari papuru		GPWR--reciprocal ""papuru"" 'to fight' (?)
715	272	word	Ieri	Camarèn	NIAS	Menéwi	menéwi	m e n é w i	m e n e w i	menewi		
716	272	word	Ieri	Camarèn	TOBA_BATAK	Nattowari	nattowari	n a t t o w a r i	n a t t o w a r i	nattowari	J. S. A. Van Dissel	
717	272	word	Ieri	Camarèn	ENGGANO	Baheba	baheba	b a h e b a	b a h e b a	baheba		
718	272	word	Imbarcarsi	Naèc capál	NIAS	Moi ba owo	moi ba owo	m o i # b a # o w o	m o i # b a # o w o	moi ba owo		
719	272	word	Imbarcarsi	Naèc capál	TOBA_BATAK				⁇	⁇		
720	272	word	Imbarcarsi	Naèc capál	ENGGANO	Uaha elòha	uaha elòha	u a h a # e l ò h a	u a h a # e l O h a	uaha elOha		
721	272	word	Imprestare	Píngiam	NIAS	Fondra u anaa	fondra u anaa	f o n d r a # u # a n a a	f o n d r a # u # a n a a	fondra u anaa		
722	272	word	Imprestare	Píngiam	TOBA_BATAK	Manggowarhón	manggowarhón	m a n g g o w a r h ó n	m a n j j o w a r h o n	manjjowarhon		
723	272	word	Imprestare	Píngiam	ENGGANO	Peionia caulu	peionia caulu	p ei o n i a # c au l u	p e:i o n i a # k a:u l u	pe:ionia ka:ulu		
724	272	word	Indice	Giari telungiúc	NIAS	Turu lúo	turu lúo	t u r u # l ú o	t u r u # l u o	turu luo		
725	272	word	Indice	Giari telungiúc	TOBA_BATAK	Si tu mudu	si tu mudu	s i # t u # m u d u	s i # t u # m u d u	si tu mudu	J. S. A. Van Dissel	
726	272	word	Indice	Giari telungiúc	ENGGANO	Eu apo	eu apo	e u # a p o	e u # a p o	eu apo		
727	272	word	Indice del piede	Giari telungiúc cachi	NIAS				⁇	⁇		
728	272	word	Indice del piede	Giari telungiúc cachi	TOBA_BATAK				⁇	⁇		
729	272	word	Indice del piede	Giari telungiúc cachi	ENGGANO	Eminuáe	eminuáe	e m i n u á e	e m i n u a e	eminuae		
730	272	word	Indolente	Malas	NIAS	Rumiri	rumiri	r u m i r i	r u m i r i	rumiri		
731	272	word	Indolente	Malas	TOBA_BATAK	Golut	golut	g o l u t	j o l u t	jolut		
732	272	word	Indolente	Malas	ENGGANO	Caracòia iaidia	caracòia iaidia	c a r a c òi a # i ai d i a	k a r a k o:i a # i a:i d i a	karako:ia ia:idia		
733	272	word	Ingannare	Tipú	NIAS	Falimo	falimo	f a l i m o	f a l i m o	falimo		GPWR--reciprocal (?)
734	272	word	Ingannare	Tipú	TOBA_BATAK	Mangatsi	mangatsi	m a n g a t s i	m a n j a t s i	manjatsi		GPWR--reciprocal (?)
735	272	word	Ingannare	Tipú	ENGGANO	Paporò	paporò	p a p o r ò	p a p o r O	paporO		GPWR--reciprocal (?)
736	272	word	Insieme	Sama²	NIAS	Aw<i>o</i>	awo	a w o	a w o	awo		
737	272	word	Insieme	Sama²	TOBA_BATAK	Rap	rap	r a p	r a p	rap	J. S. A. Van Dissel	
738	272	word	Insieme	Sama²	ENGGANO	Uahelu chidera	uahelu chidera	u a h e l u # ch i d e r a	u a h e l u # k i d e r a	uahelu kidera		
739	272	word	Invece	Ganti	NIAS	Fatua	fatua	f a t u a	f a t u a	fatua		
740	272	word	Invece	Ganti	TOBA_BATAK	Di inganán	di inganán	d i # i n g a n á n	d i # i n j a n a n	di injanan	J. S. A. Van Dissel	
741	272	word	Invece	Ganti	ENGGANO	Pachèli	pachèli	p a ch è l i	p a k E l i	pakEli		
742	272	word	Insidia	De-ng-chi	NIAS	D<i>o</i>d<i>o</i> afocho	dodo afocho	d o d o # a f o c h o	d o d o # a f o k h o	dodo afokho		
743	272	word	Insidia	De-ng-chi	TOBA_BATAK	Lòmo	lòmo	l ò m o	l O m o	lOmo	J. S. A. Van Dissel	
744	272	word	Insidia	De-ng-chi	ENGGANO	Uachepi	uachepi	u a ch e p i	u a k e p i	uakepi		
745	272	word	Io	Saia	NIAS	Iao	iao	i ao	i a:o	ia:o		
746	272	word	Io	Saia	TOBA_BATAK	Au	au	au	a:u	a:u		
747	272	word	Io	Saia	TOBA_BATAK	Ahu	ahu	a h u	a h u	ahu		
748	272	word	Io	Saia	ENGGANO	Ua	ua	u a	u a	ua		
749	272	word	Isola	Pulu	NIAS	Fulu	fulu	f u l u	f u l u	fulu		
750	272	word	Isola	Pulu	TOBA_BATAK	Pulo	pulo	p u l o	p u l o	pulo		
751	272	word	Isola	Pulu	ENGGANO	Chèfu	chèfu	ch è f u	k E f u	kEfu		
752	272	word	Là	Di sana	NIAS	Bada <i>o</i>	bada o	b a d a # o	b a d a # o	bada o		
753	272	word	Là	Di sana	TOBA_BATAK	Disi	disi	d i s i	d i s i	disi	J. S. A. Van Dissel	
754	272	word	Là	Di sana	ENGGANO	Iò	iò	i ò	i O	iO		
755	272	word	Labbra	Bibír	NIAS	Be<i>w</i>e	bewe	b e w e	b e w e	bewe		
756	272	word	Labbra	Bibír	TOBA_BATAK	Bibir	bibir	b i b i r	b i b i r	bibir	J. S. A. Van Dissel	
757	272	word	Labbra	Bibír	ENGGANO	Eochitipo	eochitipo	e o ch i t i p o	e o k i t i p o	eokitipo		
758	272	word	Labbra	Bibír	ENGGANO	Curirifò	curirifò	c u r i r i f ò	k u r i r i f O	kuririfO		
759	272	word	Lacrima	Aier mata	NIAS	Idano h<i>o</i>r<i>o</i>	idano horo	i d a n o # h o r o	i d a n o # h o r o	idano horo		
760	272	word	Lacrima	Aier mata	TOBA_BATAK	Ilu	ilu	i l u	i l u	ilu	J. S. A. Van Dissel	
761	272	word	Lacrima	Aier mata	ENGGANO				⁇	⁇		
762	272	word	Lampo	Chilát	NIAS	Gari mbanúa	gari mbanúa	g a r i # m b a n ú a	j a r i # m b a n u a	jari mbanua		
763	272	word	Lampo	Chilát	TOBA_BATAK	Sacsíc	sacsíc	s a c s í c	s a k s i k	saksik		
764	272	word	Lampo	Chilát	ENGGANO				⁇	⁇		
765	272	word	Lancia	Tumbac	NIAS	Toho	toho	t o h o	t o h o	toho		
766	272	word	Lancia	Tumbac	TOBA_BATAK	Húgiur	húgiur	h ú gi u r	h u c u r	hucur		
767	272	word	Lancia	Tumbac	ENGGANO	Ecaio	ecaio	e c ai o	e k a:i o	eka:io		
768	272	word	Largo	Lebar	NIAS	Ebólo	ebólo	e b ó l o	e b o l o	ebolo		
769	272	word	Largo	Lebar	TOBA_BATAK	Bolac	bolac	b o l a c	b o l a k	bolak	J. S. A. Van Dissel	
770	272	word	Largo	Lebar	ENGGANO	Aehepòho	aehepòho	ae h e p ò h o	a:e h e p O h o	a:ehepOho		
771	272	word	Latte	Susu	NIAS	Idano meme	idano meme	i d a n o # m e m e	i d a n o # m e m e	idano meme		
772	272	word	Latte	Susu	TOBA_BATAK	Dadi	dadi	d a d i	d a d i	dadi	J. S. A. Van Dissel	
773	272	word	Latte	Susu	ENGGANO	Coco	coco	c o c o	k o k o	koko		
774	272	word	Lavorare	Cregia	NIAS	Hal<i>o</i>w<i>o</i>	halowo	h a l o w o	h a l o w o	halowo		
775	272	word	Lavorare	Cregia	TOBA_BATAK	Pande	pande	p a n d e	p a n d e	pande		
776	272	word	Lavorare	Cregia	ENGGANO	Cobabarí	cobabarí	c o b a b a r í	k o b a b a r i	kobabari		
777	273	word	Leggiero	Entè-ng-	NIAS	Caòcha	caòcha	c aò c h a	k a:O k h a	ka:Okha		
778	273	word	Leggiero	Entè-ng-	TOBA_BATAK	Sowada borat	sowada borat	s o w a d a # b o r a t	s o w a d a # b o r a t	sowada borat	J. S. A. Van Dissel	
779	273	word	Leggiero	Entè-ng-	ENGGANO	Cahau	cahau	c a h au	k a h a:u	kaha:u		
780	273	word	Legno	Caiú	NIAS	Eu	eu	e u	e u	eu		
781	273	word	Legno	Caiú	TOBA_BATAK	Háiu	háiu	h á i u	h a i u	haiu		
782	273	word	Legno	Caiú	ENGGANO	Cuo	cuo	c u o	k u o	kuo		
783	273	word	Lento	Lambát	NIAS	Ahoho	ahoho	a h o h o	a h o h o	ahoho		
784	273	word	Lento	Lambát	TOBA_BATAK	Asoc	asoc	a s o c	a s o k	asok	J. S. A. Van Dissel	
785	273	word	Lento	Lambát	ENGGANO	Chèoba pohai paniha	chèoba pohai paniha	ch è o b a # p o h ai # p a n i h a	k E o b a # p o h a:i # p a n i x a	kEoba poha:i panixa		
786	273	word	Lingua	Lida	NIAS	Lèla	lèla	l è l a	l E l a	lEla		
787	273	word	Lingua	Lida	TOBA_BATAK	Dila	dila	d i l a	d i l a	dila		
788	273	word	Lingua	Lida	ENGGANO	Erio	erio	e r i o	e r i o	erio		
789	273	word	Lingua	Lida	ENGGANO	Eliho	eliho	e l i h o	e l i x o	elixo		
790	273	word	Lontano	Giau	NIAS	Ar<i>o</i>u	arou	a r ou	a r o:u	aro:u		
791	273	word	Lontano	Giau	TOBA_BATAK	Dao	dao	d ao	d a:o	da:o		
792	273	word	Lontano	Giau	ENGGANO	Mimina	mimina	m i m i n a	m i m i n a	mimina		
793	273	word	Loro (Pron. Poss.)	Dia punia	NIAS	Ra	ra	r a	r a	ra		
794	273	word	Loro (Pron. Poss.)	Dia punia	TOBA_BATAK	Tu nasida	tu nasida	t u # n a s i d a	t u # n a s i d a	tu nasida	J. S. A. Van Dissel	
795	273	word	Loro (Pron. Poss.)	Dia punia	ENGGANO	Chidara	chidara	ch i d a r a	k i d a r a	kidara		
796	273	word	Loro (Pron. Pers.)		NIAS				⁇	⁇		
797	273	word	Loro (Pron. Pers.)		TOBA_BATAK	Nasida	nasida	n a s i d a	n a s i d a	nasida		
798	273	word	Loro (Pron. Pers.)		ENGGANO				⁇	⁇		
799	273	word	Luna	Bulán	NIAS	Bawa	bawa	b a w a	b a w a	bawa		
800	273	word	Luna	Bulán	TOBA_BATAK	Bulán	bulán	b u l á n	b u l a n	bulan		
801	273	word	Luna	Bulán	ENGGANO	Canua	canua	c a n u a	k a n u a	kanua		
802	273	word	Lungo	Pangián	NIAS	Enau	enau	e n au	e n a:u	ena:u		
803	273	word	Lungo	Pangián	TOBA_BATAK	Gandgiá<i>ng</i>	gandgiáng	g a n d gi á n g	j a n d c a n j	jandcanj	J. S. A. Van Dissel	
804	273	word	Lungo	Pangián	ENGGANO	Aehenudia	aehenudia	ae h e n u d i a	a:e h e n u d i a	a:ehenudia		
805	273	word	Ma	Tapi	NIAS	Ba	ba	b a	b a	ba		
806	273	word	Ma	Tapi	TOBA_BATAK	Alai	alai	a l ai	a l a:i	ala:i	J. S. A. Van Dissel	
807	273	word	Ma	Tapi	ENGGANO	Iòchi	iòchi	i ò ch i	i O k i	iOki		
808	273	word	Macchia	Ciòring	NIAS	Si ta uno	si ta uno	s i # t a # u n o	s i # t a # u n o	si ta uno		
809	273	word	Macchia	Ciòring	TOBA_BATAK	Rotac	rotac	r o t a c	r o t a k	rotak	J. S. A. Van Dissel	
810	273	word	Macchia	Ciòring	ENGGANO	Pachiapa	pachiapa	p a ch i a p a	p a k i a p a	pakiapa		
811	273	word	Madre	Ma	NIAS	Ina	ina	i n a	i n a	ina		
812	273	word	Madre	Ma	TOBA_BATAK	Ina	ina	i n a	i n a	ina		
813	273	word	Madre	Ma	ENGGANO	Nai	nai	n ai	n a:i	na:i		
814	273	word	Magro	Curús	NIAS	Angáo	angáo	a n g á o	a n j a o	anjao		
815	273	word	Magro	Curús	TOBA_BATAK	Sowada hapal	sowada hapal	s o w a d a # h a p a l	s o w a d a # h a p a l	sowada hapal	J. S. A. Van Dissel	
816	273	word	Magro	Curús	ENGGANO	Chemá	chemá	ch e m á	k e m a	kema		
817	273	word	Malato	Sacché	NIAS	Maf<i>o</i>ch<i>o</i>	mafocho	m a f o c h o	m a f o k h o	mafokho		
818	273	word	Malato	Sacché	TOBA_BATAK	Sahít	sahít	s a h í t	s a h i t	sahit		
819	273	word	Malato	Sacché	ENGGANO	Capuhu	capuhu	c a p u h u	k a p u h u	kapuhu		
820	273	word	Mandare	Chirím	NIAS	Mamantenge	mamantenge	m a m a n t e n g e	m a m a n t e n j e	mamantenje		
821	273	word	Mandare	Chirím	TOBA_BATAK	Manongós	manongós	m a n o n g ó s	m a n o n j o s	manonjos		
822	273	word	Mandare	Chirím	ENGGANO	Uaha ioní	uaha ioní	u a h a # i o n í	u a h a # i o n i	uaha ioni		
823	273	word	Mangiare	Macán	NIAS	Manga	manga	m a n g a	m a n j a	manja		
824	273	word	Mangiare	Macán	TOBA_BATAK	Ma<i>ng</i>án	mangán	m a n g á n	m a n j a n	manjan		
825	273	word	Mangiare	Macán	ENGGANO	Eonò	eonò	e o n ò	e o n O	eonO		
826	273	word	Mangiare	Macán	ENGGANO	Menò	menò	m e n ò	m e n O	menO		
827	273	word	Mangiativi	Macanán	NIAS				⁇	⁇		
828	273	word	Mangiativi	Macanán	TOBA_BATAK				⁇	⁇		
829	273	word	Mangiativi	Macanán	ENGGANO	Eò	eò	e ò	e O	eO		
830	273	word	Mano	Ta-ng-án	NIAS	Ta<i>ng</i>a	tanga	t a n g a	t a n j a	tanja		
831	273	word	Mano	Ta-ng-án	TOBA_BATAK	Ta<i>ng</i>án	tangán	t a n g á n	t a n j a n	tanjan		
832	273	word	Mano	Ta-ng-án	ENGGANO	Emino apo	emino apo	e m i n o # a p o	e m i n o # a p o	emino apo		
833	273	word	Mare	Laút	NIAS	Asi	asi	a s i	a s i	asi		
834	273	word	Mare	Laút	TOBA_BATAK	Laut	laut	l au t	l a:u t	la:ut		
835	273	word	Mare	Laút	ENGGANO	Euè	euè	e u è	e u E	euE		
836	273	word	Maritarsi	Cawin	NIAS	Fangowalu	fangowalu	f a n g o w a l u	f a n j o w a l u	fanjowalu		GPWR--reciprocal (?)
837	273	word	Maritarsi	Cawin	TOBA_BATAK	Marhubaio	marhubaio	m a r h u b ai o	m a r h u b a:i o	marhuba:io		GPWR--reciprocal (?)
838	273	word	Maritarsi	Cawin	ENGGANO	Pahona	pahona	p a h o n a	p a h o n a	pahona		GPWR--reciprocal (?)
839	273	word	Marito	Lachí²	NIAS	Ina matúa	ina matúa	i n a # m a t ú a	i n a # m a t u a	ina matua		
840	273	word	Marito	Lachí²	TOBA_BATAK	Amáng²	amáng²	a m á n g ²	a m a n j ²	amanj²	J. S. A. Van Dissel	
841	273	word	Marito	Lachí²	ENGGANO	Nanu	nanu	n a n u	n a n u	nanu		
842	273	word	Mattina	Paghí	NIAS	Maemolu	maemolu	m ae m o l u	m a:e m o l u	ma:emolu		
843	273	word	Mattina	Paghí	TOBA_BATAK	Sogót	sogót	s o g ó t	s o j o t	sojot	J. S. A. Van Dissel	
844	273	word	Mattina	Paghí	ENGGANO	Pahemana	pahemana	p a h e m a n a	p a h e m a n a	pahemana		
845	273	word	Maturo	Masá	NIAS	Asoso	asoso	a s o s o	a s o s o	asoso		
846	273	word	Maturo	Masá	TOBA_BATAK	Masáh	masáh	m a s á h	m a s a h	masah		
847	273	word	Maturo	Masá	ENGGANO	Menaco	menaco	m e n a c o	m e n a k o	menako		
848	273	word	Medicina	Obát	NIAS	Dálu²	dálu²	d á l u ²	d a l u ²	dalu²		
849	273	word	Medicina	Obát	TOBA_BATAK	Daon	daon	d ao n	d a:o n	da:on		
850	273	word	Medicina	Obát	ENGGANO	Ehabédo	ehabédo	e h a b é d o	e h a b e d o	ehabedo		
851	273	word	Medio	Giari te-ng-á	NIAS	Turu lawa	turu lawa	t u r u # l a w a	t u r u # l a w a	turu lawa		
852	273	word	Medio	Giari te-ng-á	TOBA_BATAK	Tambar	tambar	t a m b a r	t a m b a r	tambar		
853	273	word	Medio	Giari te-ng-á	ENGGANO	Eu apo	eu apo	e u # a p o	e u # a p o	eu apo		
854	273	word	Medio del piede	Giari te-ng-á cachí	NIAS				⁇	⁇		
855	273	word	Medio del piede	Giari te-ng-á cachí	TOBA_BATAK	Si tuwalang	si tuwalang	s i # t u w a l a n g	s i # t u w a l a n j	si tuwalanj	J. S. A. Van Dissel	
856	273	word	Medio del piede	Giari te-ng-á cachí	ENGGANO	Eminuáe	eminuáe	e m i n u á e	e m i n u a e	eminuae		
857	273	word	Meno	Curáng	NIAS	Ambo	ambo	a m b o	a m b o	ambo		
858	273	word	Meno	Curáng	TOBA_BATAK	Nuráng	nuráng	n u r á n g	n u r a n j	nuranj	J. S. A. Van Dissel	
859	273	word	Meno	Curáng	ENGGANO	Chimaná	chimaná	ch i m a n á	k i m a n a	kimana		
860	273	word	Mentire	Giusta	NIAS	Falimo	falimo	f a l i m o	f a l i m o	falimo		
861	273	word	Mentire	Giusta	TOBA_BATAK	Margapgápi	margapgápi	m a r g a p g á p i	m a r j a p j a p i	marjapjapi	J. S. A. Van Dissel	
862	273	word	Mentire	Giusta	ENGGANO	Poporò	poporò	p o p o r ò	p o p o r O	poporO		
863	273	word	Mento	Dagu	NIAS	Tai	tai	t ai	t a:i	ta:i		
864	273	word	Mento	Dagu	TOBA_BATAK	Isáng	isáng	i s á n g	i s a n j	isanj	J. S. A. Van Dissel	
865	273	word	Mento	Dagu	ENGGANO	Echì	echì	e ch ì	e k i	eki		
866	273	word	Merda	Tahi ; Bèra	NIAS	Tai	tai	t ai	t a:i	ta:i		
867	273	word	Merda	Tahi ; Bèra	TOBA_BATAK	Itíng	itíng	i t í n g	i t i n j	itinj		
868	273	word	Merda	Tahi ; Bèra	ENGGANO	Echai	echai	e c h ai	e k h a:i	ekha:i		
869	273	word	Metà	Ste-ng-á	NIAS	Mató<i>ng</i>a	matónga	m a t ó n g a	m a t o n j a	matonja		
870	273	word	Metà	Ste-ng-á	TOBA_BATAK	To<i>ng</i>a	tonga	t o n g a	t o n j a	tonja	J. S. A. Van Dissel	
871	273	word	Metà	Ste-ng-á	ENGGANO	Chidaho	chidaho	ch i d a h o	k i d a h o	kidaho		
872	273	word	Mignolo	Cali-ng-chí-ng-	NIAS	Turu si achi	turu si achi	t u r u # s i # a ch i	t u r u # s i # a k i	turu si aki		
873	273	word	Mignolo	Cali-ng-chí-ng-	TOBA_BATAK	Anac ni ta<i>ng</i>án	anac ni tangán	a n a c # n i # t a n g á n	a n a k # n i # t a n j a n	anak ni tanjan	J. S. A. Van Dissel	
874	273	word	Mignolo	Cali-ng-chí-ng-	ENGGANO	Eara uapo	eara uapo	e a r a # u a p o	e a r a # u a p o	eara uapo		
875	273	word	Mignolo del piede	Cali-ng-chí-ng- cachí	NIAS				⁇	⁇		
876	273	word	Mignolo del piede	Cali-ng-chí-ng- cachí	TOBA_BATAK				⁇	⁇		
877	273	word	Mignolo del piede	Cali-ng-chí-ng- cachí	ENGGANO	Earaua	earaua	e a r au a	e a r a:u a	eara:ua		
878	273	word	Minacciare	Britacút	NIAS	Lafeláu	lafeláu	l a f e l á u	l a f e l a u	lafelau		M--""beri takut"" ?
879	273	word	Minacciare	Britacút	TOBA_BATAK	Mangasupi	mangasupi	m a n g a s u p i	m a n j a s u p i	manjasupi	J. S. A. Van Dissel	M--""beri takut"" ?
880	273	word	Minacciare	Britacút	ENGGANO	Epuru	epuru	e p u r u	e p u r u	epuru		M--""beri takut"" ?
881	273	word	Mio	Saia punia	NIAS	Gu	gu	g u	j u	ju		
882	273	word	Mio	Saia punia	TOBA_BATAK				⁇	⁇		
883	273	word	Mio	Saia punia	ENGGANO	Eharu	eharu	e h a r u	e h a r u	eharu		
884	273	word	Misericordia	Cassián	NIAS	Fa aharo d<i>o</i>d<i>o</i>	fa aharo dodo	f a # a h a r o # d o d o	f a # a h a r o # d o d o	fa aharo dodo		GPWR--reciprocal (?)
885	273	word	Misericordia	Cassián	TOBA_BATAK	Saiáng	saiáng	s ai á n g	s a:i a n j	sa:ianj		GPWR--reciprocal (?)
886	273	word	Misericordia	Cassián	ENGGANO	Pachinunai	pachinunai	p a ch i n u n ai	p a k i n u n a:i	pakinuna:i		GPWR--reciprocal (?)
887	273	word	Moglie	Biní	NIAS	Alave	alave	a l a v e	a l a v e	alave		
888	273	word	Moglie	Biní	TOBA_BATAK	Bòru²	bòru²	b ò r u ²	b O r u ²	bOru²	J. S. A. Van Dissel	
889	273	word	Moglie	Biní	ENGGANO	Honá	honá	h o n á	h o n a	hona		
890	273	word	Molto	Bagná	NIAS	Oia	oia	o i a	o i a	oia		
891	273	word	Molto	Bagná	TOBA_BATAK	Lan	lan	l a n	l a n	lan	J. S. A. Van Dissel	
892	273	word	Molto	Bagná	ENGGANO	Mòco	mòco	m ò c o	m O k o	mOko		
893	273	word	Montare	Naèc	NIAS	Manoi	manoi	m a n o i	m a n o i	manoi		
894	273	word	Montare	Naèc	TOBA_BATAK	Manáec	manáec	m a n á e c	m a n a e k	manaek		
895	273	word	Montare	Naèc	ENGGANO	Ahi gèbe	ahi gèbe	a h i # g è b e	a h i # j E b e	ahi jEbe		
896	274	word	Monte	Gunúng	NIAS	Hili	hili	h i l i	h i l i	hili		
897	274	word	Monte	Gunúng	NIAS	Bawo	bawo	b a w o	b a w o	bawo		
898	274	word	Monte	Gunúng	TOBA_BATAK	Dòloc	dòloc	d ò l o c	d O l o k	dOlok		
899	274	word	Monte	Gunúng	ENGGANO	Ecòho	ecòho	e c ò h o	e k O h o	ekOho		
900	274	word	Mordere	Menghighít	NIAS	Fausu	fausu	f au s u	f a:u s u	fa:usu		
901	274	word	Mordere	Menghighít	TOBA_BATAK	Maccarát	maccarát	m a cc a r á t	m a k a r a t	makarat	J. S. A. Van Dissel	
902	274	word	Mordere	Menghighít	ENGGANO	Hao	hao	h ao	h a:o	ha:o		
903	274	word	Morire	Matí	NIAS	Mate	mate	m a t e	m a t e	mate		
904	274	word	Morire	Matí	TOBA_BATAK	Mate	mate	m a t e	m a t e	mate		
905	274	word	Morire	Matí	ENGGANO	Opanené caá	opanené caá	o p a n e n é # c a á	o p a n e n e # k a a	opanene kaa		
906	274	word	Morto	Matí	NIAS	Mate	mate	m a t e	m a t e	mate		
907	274	word	Morto	Matí	TOBA_BATAK	Mamis	mamis	m a m i s	m a m i s	mamis	J. S. A. Van Dissel	
908	274	word	Morto	Matí	ENGGANO	Caá	caá	c a á	k a a	kaa		
909	274	word	Muto	Bisu	NIAS	Si lo hede hede	si lo hede hede	s i # l o # h e d e # h e d e	s i # l o # h e d e # h e d e	si lo hede hede		
910	274	word	Muto	Bisu	TOBA_BATAK	<i>Ng</i>u<i>ng</i>u	ngungu	n g u n g u	n j u n j u	njunju		
911	274	word	Muto	Bisu	ENGGANO	Chiparadío	chiparadío	ch i p a r a d í o	k i p a r a d i o	kiparadio		
912	274	word	Nascere	Peranác	NIAS	Tumbu	tumbu	t u m b u	t u m b u	tumbu		
913	274	word	Nascere	Peranác	TOBA_BATAK	Manginlubu	manginlubu	m a n gi n l u b u	m a n c n l u b u	mancnlubu		
914	274	word	Nascere	Peranác	ENGGANO	Coda	coda	c o d a	k o d a	koda		
915	274	word	Naso	Hidung	NIAS	Ichu	ichu	i c h u	i k h u	ikhu		
916	274	word	Naso	Hidung	TOBA_BATAK	Igung	igung	i g u n g	i j u n j	ijunj		
917	274	word	Naso	Hidung	ENGGANO	Epanu	epanu	e p a n u	e p a n u	epanu		
918	274	word	Naufragare	Picciá capál	NIAS	Abólo nòwo	abólo nòwo	a b ó l o # n ò w o	a b o l o # n O w o	abolo nOwo		
919	274	word	Naufragare	Picciá capál	TOBA_BATAK				⁇	⁇		
920	274	word	Naufragare	Picciá capál	ENGGANO	Chipopòa	chipopòa	ch i p o p ò a	k i p o p O a	kipopOa		
921	274	word	Nave	Prau ; Capál	NIAS	Owo	owo	o w o	o w o	owo		
922	274	word	Nave	Prau ; Capál	TOBA_BATAK	Parau	parau	p a r au	p a r a:u	para:u	J. S. A. Van Dissel	
923	274	word	Nave	Prau ; Capál	ENGGANO	Elòha	elòha	e l ò h a	e l O h a	elOha		
924	274	word	Nemico	Musúh	NIAS	Emáli	emáli	e m á l i	e m a l i	emali		GPWR--reciprocal (?)
925	274	word	Nemico	Musúh	TOBA_BATAK	Musú	musú	m u s ú	m u s u	musu	J. S. A. Van Dissel	GPWR--reciprocal (?)
926	274	word	Nemico	Musúh	ENGGANO	Parahò	parahò	p a r a h ò	p a r a h O	parahO		GPWR--reciprocal (?)
927	274	word	Nero	Itám	NIAS	Saito	saito	s ai t o	s a:i t o	sa:ito		
