ID,PAGE,TYPE,ITALIAN,MALAY,DOCULECT,WORD,WORD2,TOBA_BATAK_SOURCE,REMARK
1015,275,word,Palude,Rawa,NIAS,Laza,laza,,
1016,275,word,Palude,Rawa,TOBA_BATAK,Rawáng,rawáng,J. S. A. Van Dissel,
1017,275,word,Palude,Rawa,ENGGANO,Chelo²,chelo²,,
1018,275,word,Parenti,Sanac sudara,NIAS,Sibaia,sibaia,,
1019,275,word,Parenti,Sanac sudara,TOBA_BATAK,Na góda<i>ng</i>,na gódang,,
1020,275,word,Parenti,Sanac sudara,ENGGANO,Arpaha,arpaha,,
1021,275,word,Parlare,Biciara,NIAS,Muhede,muhede,,
1022,275,word,Parlare,Biciara,TOBA_BATAK,Mahatai,mahatai,,
1023,275,word,Parlare,Biciara,ENGGANO,Panau̇,panau̇,,
1024,275,word,Partorire,Beranác,NIAS,Madono,madono,,
1025,275,word,Partorire,Beranác,TOBA_BATAK,Maranác,maranác,,
1026,275,word,Partorire,Beranác,ENGGANO,Baara,baara,,
1027,275,word,Partorire,Beranác,ENGGANO,Omumo,omumo,,
1028,275,word,Patata indigena,Ubi cheladí,NIAS,Gòbi,gòbi,,
1029,275,word,Patata indigena,Ubi cheladí,TOBA_BATAK,Suhát,suhát,,
1030,275,word,Patata indigena,Ubi cheladí,ENGGANO,Eudòpo,eudòpo,,
1031,275,word,Pauroso,Tacút,NIAS,L<i>o</i>m<i>o</i>i m<i>o</i>i,lomoi moi,,
1032,275,word,Pauroso,Tacút,TOBA_BATAK,Mabijár,mabijár,,
1033,275,word,Pauroso,Tacút,ENGGANO,Cahò,cahò,,
1034,275,word,Paura,Tacút,NIAS,Atau,atau,,
1035,275,word,Paura,Tacút,TOBA_BATAK,Bijár,bijár,J. S. A. Van Dissel,
1036,275,word,Paura,Tacút,ENGGANO,Chiacáho,chiacáho,,
1037,275,word,Paziente,Sábar,NIAS,D<i>o</i>d<i>o</i> eb<i>o</i>lo,dodo ebolo,,
1038,275,word,Paziente,Sábar,TOBA_BATAK,Noc,noc,,
1039,275,word,Paziente,Sábar,ENGGANO,Cheoba puhai pahua,cheoba puhai pahua,,
1040,275,word,Pazzo,Ghíla,NIAS,Ohoho,ohoho,,
1041,275,word,Pazzo,Ghíla,TOBA_BATAK,Na lalaen,na lalaen,J. S. A. Van Dissel,
1042,275,word,Pazzo,Ghíla,ENGGANO,Caparae bahu,caparae bahu,,
1043,275,word,Pelle,Culít,NIAS,Uli,uli,,
1044,275,word,Pelle,Culít,TOBA_BATAK,Huling²,huling²,,
1045,275,word,Pelle,Culít,ENGGANO,Euli,euli,,
1046,275,word,Penna,Bulu,NIAS,Bu,bu,,
1047,275,word,Penna,Bulu,TOBA_BATAK,Buc²,buc²,J. S. A. Van Dissel,
1048,275,word,Penna,Bulu,ENGGANO,Pruru,pruru,,
1049,275,word,Pepe,Lada,NIAS,Lada,lada,,
1050,275,word,Pepe,Lada,TOBA_BATAK,Lada,lada,J. S. A. Van Dissel,
1051,275,word,Pepe,Lada,ENGGANO,Coro²,coro²,,
1052,275,word,Perdere,Ilá-ng-,NIAS,Teala,teala,,
1053,275,word,Perdere,Ilá-ng-,TOBA_BATAK,Mago,mago,J. S. A. Van Dissel,
1054,275,word,Perdere,Ilá-ng-,ENGGANO,Cheora,cheora,,
1055,275,word,Pesante,Brát,NIAS,Abua,abua,,
1056,275,word,Pesante,Brát,TOBA_BATAK,Doc²,doc²,,
1057,275,word,Pesante,Brát,ENGGANO,Enò,enò,,
1058,275,word,Pesoe,Icán,NIAS,Ia,ia,,
1059,275,word,Pesoe,Icán,TOBA_BATAK,Decchè,decchè,,
1060,275,word,Pesoe,Icán,ENGGANO,Iaio,iaio,,
1061,275,word,Pestare col pestello,,NIAS,Tutu,tutu,,
1062,275,word,Pestare col pestello,,TOBA_BATAK,Limot,limot,,
1063,275,word,Pestare col pestello,,TOBA_BATAK,Manduda,manduda,,
1064,275,word,Pestare col pestello,,ENGGANO,Capurica,capurica,,
1065,275,word,Pestello,Alu ; Antán,NIAS,Halu,halu,,
1066,275,word,Pestello,Alu ; Antán,TOBA_BATAK,Balbal,balbal,,
1067,275,word,Pestello,Alu ; Antán,ENGGANO,Elacò,elacò,,
1068,275,word,Pettinare,Menisir,NIAS,Suchu,suchu,,
1069,275,word,Pettinare,Menisir,TOBA_BATAK,Manuri,manuri,J. S. A. Van Dissel,
1070,275,word,Pettinare,Menisir,ENGGANO,Chichi ulu,chichi ulu,,
1071,275,word,Petto di donna,Susu prampuán ; Tetèc,NIAS,Memé susú,memé susú,,
1072,275,word,Petto di donna,Susu prampuán ; Tetèc,TOBA_BATAK,Susu,susu,,
1073,275,word,Petto di donna,Susu prampuán ; Tetèc,ENGGANO,Ecoco,ecoco,,
1074,275,word,Petto di uomo,Dada,NIAS,Tatoa,tatoa,,
1075,275,word,Petto di uomo,Dada,TOBA_BATAK,,,,
1076,275,word,Petto di uomo,Dada,ENGGANO,Eamaha,eamaha,,
1077,275,word,Piangere,Mena-ng-ís,NIAS,Mee,mee,,
1078,275,word,Piangere,Mena-ng-ís,TOBA_BATAK,Singgòh,singgòh,,
1079,275,word,Piangere,Mena-ng-ís,ENGGANO,Apelu,apelu,,
1080,275,word,Piantare,Tanám,NIAS,Manan<i>o</i>,manano,,
1081,275,word,Piantare,Tanám,TOBA_BATAK,Manuwán,manuwán,,
1082,275,word,Piantare,Tanám,ENGGANO,Bacò,bacò,,
1083,275,word,Piatto di legno,Pirín caiú,NIAS,Figa,figa,,
1084,275,word,Piatto di legno,Pirín caiú,TOBA_BATAK,Pínar tatuan,pínar tatuan,,
1085,275,word,Piatto di legno,Pirín caiú,TOBA_BATAK,Sapa,sapa,,
1086,275,word,Piatto di legno,Pirín caiú,ENGGANO,Epahiù,epahiù,,
1087,275,word,Piccolo,Chicíl,NIAS,Ide²,ide²,,
1088,275,word,Piccolo,Chicíl,TOBA_BATAK,Mèt²,mèt²,,
1089,275,word,Piccolo,Chicíl,ENGGANO,Nuchi,nuchi,,
1090,275,word,Piede,Cachì,NIAS,Ahe,ahe,,
1091,275,word,Piede,Cachì,TOBA_BATAK,Pat,pat,J. S. A. Van Dissel,
1092,275,word,Piede,Cachì,ENGGANO,Iae,iae,,
1093,275,word,Piede,Cachì,ENGGANO,Eapáua uae,eapáua uae,,
1094,275,word,Pieno,Penú-ng-,NIAS,Afono,afono,,
1095,275,word,Pieno,Penú-ng-,TOBA_BATAK,Goc,goc,J. S. A. Van Dissel,
1096,275,word,Pieno,Penú-ng-,ENGGANO,Pamo,pamo,,
1097,275,word,Pietra,Batú,NIAS,Cara,cara,,
1098,275,word,Pietra,Batú,TOBA_BATAK,Batú,batú,,
1099,275,word,Pietra,Batú,ENGGANO,Eea,eea,,
1100,275,word,Pietra da arrotare,Batú gossò,NIAS,Gobé,gobé,,
1101,275,word,Pietra da arrotare,Batú gossò,TOBA_BATAK,Pungà,pungà,,
1102,275,word,Pietra da arrotare,Batú gossò,ENGGANO,Eea ia peigi,eea ia peigi,,
1103,275,word,Pioggia,Úgian,NIAS,Teu,teu,,
1104,275,word,Pioggia,Úgian,TOBA_BATAK,Uda<i>ng</i>,udang,,
1105,275,word,Pioggia,Úgian,ENGGANO,Ebò,ebò,,
1106,275,word,Più tardi,Tadí,NIAS,Na furi,na furi,,
1107,275,word,Più tardi,Tadí,TOBA_BATAK,Sogot,sogot,,
1108,275,word,Più tardi,Tadí,ENGGANO,Bodo,bodo,,
1109,275,word,Poi,Abís,NIAS,Awena,awena,,
1110,275,word,Poi,Abís,TOBA_BATAK,Gialo²,gialo²,,
1111,275,word,Poi,Abís,ENGGANO,Na apé,na apé,,
1112,275,word,Pollaio,Tampát aiám,NIAS,,,,
1113,275,word,Pollaio,Tampát aiám,TOBA_BATAK,Sunút,sunút,,
1114,275,word,Pollaio,Tampát aiám,ENGGANO,,,,
1115,275,word,Pollice,Ibu giari,NIAS,Turu sebua,turu sebua,,
1116,275,word,Pollice,Ibu giari,TOBA_BATAK,Ina ni ta<i>ng</i>án,ina ni tangán,,
1117,275,word,Pollice,Ibu giari,ENGGANO,Ena uapo,ena uapo,,
1118,275,word,Pollice del piede,Ibu giari cachì,NIAS,,,,
1119,275,word,Pollice del piede,Ibu giari cachì,TOBA_BATAK,,,,
1120,275,word,Pollice del piede,Ibu giari cachì,ENGGANO,Ena ua,ena ua,,
1121,275,word,Polpaccio,Giantú-ng- betís,NIAS,Arowaha,arowaha,,
1122,275,word,Polpaccio,Giantú-ng- betís,TOBA_BATAK,Gabur,gabur,J. S. A. Van Dissel,
1123,275,word,Polpaccio,Giantú-ng- betís,ENGGANO,Pio²,pio²,,
1124,276,word,Polso,Nadi,NIAS,B<i>o</i>l<i>o</i>cha,bolocha,,
1125,276,word,Polso,Nadi,TOBA_BATAK,,,,
1126,276,word,Polso,Nadi,ENGGANO,Epu apò,epu apò,,
1127,276,word,Porcile,Tampát babí,NIAS,Bao,bao,,
1128,276,word,Porcile,Tampát babí,TOBA_BATAK,,,,
1129,276,word,Porcile,Tampát babí,ENGGANO,Euba ecòio,euba ecòio,,
1130,276,word,Porco,Babí,NIAS,Bawi,bawi,,
1131,276,word,Porco,Babí,TOBA_BATAK,Babi,babi,,
1132,276,word,Porco,Babí,ENGGANO,Ecòio,ecòio,,
1133,276,word,Porta,Pintú,NIAS,Bawa ndruh<i>o</i>,bawa ndruho,,
1134,276,word,Porta,Pintú,TOBA_BATAK,Pitu,pitu,,
1135,276,word,Porta,Pintú,ENGGANO,Ecar èuba,ecar èuba,,
1136,276,word,Potersi,Bolè,NIAS,Tola,tola,,
1137,276,word,Potersi,Bolè,TOBA_BATAK,Noroc,noroc,,
1138,276,word,Potersi,Bolè,TOBA_BATAK,Malo,malo,,
1139,276,word,Potersi,Bolè,ENGGANO,Noha chia,noha chia,,
1140,276,word,Povero,Mischín,NIAS,Numána,numána,,
1141,276,word,Povero,Mischín,TOBA_BATAK,Pógos,pógos,,
1142,276,word,Povero,Mischín,ENGGANO,Chèoba dobu,chèoba dobu,,
1143,276,word,Prendere,Ambil,NIAS,Hal<i>o</i>,halo,,
1144,276,word,Prendere,Ambil,TOBA_BATAK,Buwát,buwát,,
1145,276,word,Prendere,Ambil,ENGGANO,Manà,manà,,
1146,276,word,Prendere in sроsа,Cawín,NIAS,Fangowálu,fangowálu,,
1147,276,word,Prendere in sроsа,Cawín,TOBA_BATAK,Mambuwát,mambuwát,,
1148,276,word,Prendere in sроsа,Cawín,ENGGANO,Mana cahoda pahona,mana cahoda pahona,,
1149,276,word,Precipitare,Menergiumcán,NIAS,Alau,alau,,
1150,276,word,Precipitare,Menergiumcán,TOBA_BATAK,Mordobóm,mordobóm,,
1151,276,word,Precipitare,Menergiumcán,ENGGANO,Capuuda,capuuda,,
1152,276,word,Prima,Dulú,NIAS,Me f<i>o</i>na,me fona,,
1153,276,word,Prima,Dulú,TOBA_BATAK,Na sa ingán,na sa ingán,J. S. A. Van Dissel,
1154,276,word,Prima,Dulú,ENGGANO,Cahanua,cahanua,,
1155,276,word,Primo genito,Solo-ng-,NIAS,Ono siaa,ono siaa,,
1156,276,word,Primo genito,Solo-ng-,TOBA_BATAK,,,,
1157,276,word,Primo genito,Solo-ng-,ENGGANO,Moa,moa,,
1158,276,word,Promontorio,Udgiu-ng-,NIAS,,,,
1159,276,word,Promontorio,Udgiu-ng-,TOBA_BATAK,Udgiu<i>ng</i>,udgiung,J. S. A. Van Dissel,
1160,276,word,Promontorio,Udgiu-ng-,ENGGANO,Curu,curu,,
1161,276,word,Pulito,Bressí,NIAS,Aloo,aloo,,
1162,276,word,Pulito,Bressí,TOBA_BATAK,Gandging,gandging,J. S. A. Van Dissel,
1163,276,word,Pulito,Bressí,ENGGANO,Cana,cana,,
1164,276,word,Purgare,Ber bau bussúc,NIAS,Ab<i>o</i>u,abou,,M--berbau bussúc
1165,276,word,Purgare,Ber bau bussúc,TOBA_BATAK,Bau,bau,,M--berbau bussúc
1166,276,word,Purgare,Ber bau bussúc,ENGGANO,Capau,capau,,M--berbau bussúc
1167,276,word,Quando,Bila,NIAS,Hawara,hawara,,
1168,276,word,Quando,Bila,TOBA_BATAK,Andigan,andigan,J. S. A. Van Dissel,
1169,276,word,Quando,Bila,ENGGANO,Na cuani,na cuani,,
1170,276,word,Quanto ?,Brapa,NIAS,Hauga,hauga,,
1171,276,word,Quanto ?,Brapa,TOBA_BATAK,Sa diia,sa diia,,
1172,276,word,Quanto ?,Brapa,ENGGANO,Apiha,apiha,,
1173,276,word,Quasi,Hampir,NIAS,Ahoto,ahoto,,
1174,276,word,Quasi,Hampir,TOBA_BATAK,Siiol,siiol,J. S. A. Van Dissel,
1175,276,word,Quasi,Hampir,ENGGANO,Bapanena,bapanena,,
1176,276,word,Quello,Itu,NIAS,Dae,dae,,
1177,276,word,Quello,Itu,TOBA_BATAK,An,an,,
1178,276,word,Quello,Itu,TOBA_BATAK,I,i,,
1179,276,word,Quello,Itu,ENGGANO,Iò,iò,,
1180,276,word,Questo,Ini,NIAS,Daa,daa,,
1181,276,word,Questo,Ini,TOBA_BATAK,On,on,,
1182,276,word,Questo,Ini,ENGGANO,Eà,eà,,
1183,276,word,Radere,Ciucúr,NIAS,Tobo,tobo,,
1184,276,word,Radere,Ciucúr,TOBA_BATAK,,,,
1185,276,word,Radere,Ciucúr,ENGGANO,Mauné,mauné,,
1186,276,word,Radice,Acar,NIAS,Wa'a,wa'a,,
1187,276,word,Radice,Acar,TOBA_BATAK,Urat,urat,,
1188,276,word,Radice,Acar,ENGGANO,Ebà,ebà,,
1189,276,word,Rame,Tambaga,NIAS,Tambago,tambago,,
1190,276,word,Rame,Tambaga,TOBA_BATAK,Tambaga,tambaga,,
1191,276,word,Rame,Tambaga,ENGGANO,Calelea,calelea,,
1192,276,word,Ramo,Dahan,NIAS,Daha gheu,daha gheu,,
1193,276,word,Ramo,Dahan,TOBA_BATAK,Dacca,dacca,J. S. A. Van Dissel,
1194,276,word,Ramo,Dahan,ENGGANO,Eapodia,eapodia,,
1195,276,word,Rancore,Atí chicil,NIAS,D<i>o</i>d<i>o</i> bao,dodo bao,,M--hati kecil (?)
1196,276,word,Rancore,Atí chicil,TOBA_BATAK,Milas,milas,J. S. A. Van Dissel,M--hati kecil (?)
1197,276,word,Rancore,Atí chicil,ENGGANO,Chipahua chidèida,chipahua chidèida,,M--hati kecil (?)
1198,276,word,Raramente,Giara-ng-,NIAS,L<i>o</i> asese,lo asese,,
1199,276,word,Raramente,Giara-ng-,TOBA_BATAK,Rac²,rac²,J. S. A. Van Dissel,
1200,276,word,Raramente,Giara-ng-,ENGGANO,Chèoba eabá,chèoba eabá,,
1201,276,word,Rassomigliarsi,Sama giugá rupa,NIAS,Fachilichili,fachilichili,,
1202,276,word,Rassomigliarsi,Sama giugá rupa,TOBA_BATAK,Pungu,pungu,,
1203,276,word,Rassomigliarsi,Sama giugá rupa,ENGGANO,Panacona,panacona,,
1204,276,word,Remare,Daiu-ng-,NIAS,Fangalucho,fangalucho,,
1205,276,word,Remare,Daiu-ng-,TOBA_BATAK,Marluga,marluga,J. S. A. Van Dissel,
1206,276,word,Remare,Daiu-ng-,ENGGANO,Eògi,eògi,,
1207,276,word,Respirare,Menapás,NIAS,Hanu²,hanu²,,
1208,276,word,Respirare,Menapás,TOBA_BATAK,Numosa,numosa,J. S. A. Van Dissel,
1209,276,word,Respirare,Menapás,ENGGANO,Chipòro,chipòro,,
1210,276,word,Rete da pesci,Giari-ng- ican,NIAS,Diala,diala,,
1211,276,word,Rete da pesci,Giari-ng- ican,TOBA_BATAK,Duru<i>ng</i>,durung,,
1212,276,word,Rete da pesci,Giari-ng- ican,ENGGANO,Ecabuaio,ecabuaio,,
1213,276,word,Rete da uccelli,Giari-ng- buro-ng-,NIAS,U <i>o</i> zocha,u o zocha,,
1214,276,word,Rete da uccelli,Giari-ng- buro-ng-,TOBA_BATAK,Canto,canto,J. S. A. Van Dissel,
1215,276,word,Rete da uccelli,Giari-ng- buro-ng-,ENGGANO,Ecahaba,ecahaba,,
1216,276,word,Ago per accomodare le reti,Giarúm giari-ng-,NIAS,,,,
1217,276,word,Ago per accomodare le reti,Giarúm giari-ng-,TOBA_BATAK,,,,
1218,276,word,Ago per accomodare le reti,Giarúm giari-ng-,ENGGANO,Eparopa,eparopa,,
1219,276,word,Ridere,Tertaua,NIAS,Maigi,maigi,,
1220,276,word,Ridere,Tertaua,TOBA_BATAK,Mortata,mortata,,
1221,276,word,Ridere,Tertaua,ENGGANO,Eocaha,eocaha,,
1222,276,word,Ridere,Tertaua,ENGGANO,Epaucaha,epaucaha,,
1223,276,word,Riempire,Bichín penun ; Memenúh,NIAS,Osi,osi,,M--Bichín penuh
1224,276,word,Riempire,Bichín penun ; Memenúh,TOBA_BATAK,Mangohi,mangohi,J. S. A. Van Dissel,M--Bichín penuh
1225,276,word,Riempire,Bichín penun ; Memenúh,ENGGANO,Chifamu,chifamu,,M--Bichín penuh
1226,276,word,Ripulire il campo dalle erbe,Mentciabút rumpút,NIAS,Famácha,famácha,,
1227,276,word,Ripulire il campo dalle erbe,Mentciabút rumpút,TOBA_BATAK,Manittitson,manittitson,J. S. A. Van Dissel,
1228,276,word,Ripulire il campo dalle erbe,Mentciabút rumpút,ENGGANO,Baapia,baapia,,
1229,276,word,Risalire il fiume,Naèc calí,NIAS,Lafa oroi,lafa oroi,,
1230,276,word,Risalire il fiume,Naèc calí,TOBA_BATAK,Pahu²,pahu²,,
1231,276,word,Risalire il fiume,Naèc calí,ENGGANO,Caha ca belowa,caha ca belowa,,
1232,276,word,Risparmiare,Me-ng-impán,NIAS,Faòsi si,faòsi si,,
1233,276,word,Risparmiare,Me-ng-impán,TOBA_BATAK,,,,
1234,276,word,Risparmiare,Me-ng-impán,ENGGANO,Chichihichi,chichihichi,,
1235,276,word,Ritornare,Cumbalí,NIAS,Mangawuli,mangawuli,,
1236,276,word,Ritornare,Cumbalí,TOBA_BATAK,Mulah,mulah,,
1237,276,word,Ritornare,Cumbalí,ENGGANO,Chidudua,chidudua,,
1238,277,word,Ritrovare,Mendapát,NIAS,Ifuli itema,ifuli itema,,GPWR--reciprocal (?)
1239,277,word,Ritrovare,Mendapát,TOBA_BATAK,Mandapót,mandapót,J. S. A. Van Dissel,GPWR--reciprocal (?)
1240,277,word,Ritrovare,Mendapát,ENGGANO,Pacohà,pacohà,,GPWR--reciprocal (?)
1241,277,word,Rompere,Picciá,NIAS,Afato,afato,,M--pecah
1242,277,word,Rompere,Picciá,TOBA_BATAK,Mamongól,mamongól,J. S. A. Van Dissel,M--pecah
1243,277,word,Rompere,Picciá,ENGGANO,Cará,cará,,M--pecah
1244,277,word,Rosso,Merá,NIAS,Oio,oio,,
1245,277,word,Rosso,Merá,TOBA_BATAK,Rara,rara,,
1246,277,word,Rosso,Merá,ENGGANO,Calicòcco,calicòcco,,
1247,277,word,Rotang,,NIAS,Ue,ue,,
1248,277,word,Rotang,,TOBA_BATAK,Hota<i>ng</i>,hotang,,
1249,277,word,Rotang,,ENGGANO,Echihi,echihi,,
1250,277,word,Rovinato,Rusác,NIAS,,,,
1251,277,word,Rovinato,Rusác,TOBA_BATAK,Manegahón,manegahón,,
1252,277,word,Rovinato,Rusác,ENGGANO,,,,
1253,277,word,Rovinato (franato),,NIAS,,,,
1254,277,word,Rovinato (franato),,TOBA_BATAK,Matolbac,matolbac,,
1255,277,word,Rovinato (franato),,ENGGANO,Chiòha,chiòha,,
1256,277,word,Rubare,Ciurí,NIAS,Manag<i>o</i>na<i>go</i>,managonago,,
1257,277,word,Rubare,Ciurí,TOBA_BATAK,Mana<i>ng</i>ho,manangho,,
1258,277,word,Rubare,Ciurí,ENGGANO,Cabého,cabého,,
1259,277,word,Saggio,Pandei,NIAS,Onèche,onèche,,
1260,277,word,Saggio,Pandei,TOBA_BATAK,Guru,guru,,
1261,277,word,Saggio,Pandei,ENGGANO,Cabahoia,cabahoia,,
1262,277,word,Sangue,Darát,NIAS,Do,do,,
1263,277,word,Sangue,Darát,TOBA_BATAK,Mudar,mudar,,
1264,277,word,Sangue,Darát,ENGGANO,Caachitri,caachitri,,
1265,277,word,Sanguisuga,Lintá,NIAS,Lita,lita,,
1266,277,word,Sanguisuga,Lintá,TOBA_BATAK,,,,
1267,277,word,Sanguisuga,Lintá,ENGGANO,Comaù,comaù,,
1268,277,word,Sapere,Tau,NIAS,Sangila,sangila,,
1269,277,word,Sapere,Tau,TOBA_BATAK,Umboto,umboto,J. S. A. Van Dissel,
1270,277,word,Sapere,Tau,ENGGANO,Pohoiá,pohoiá,,
1271,277,word,Sbadigliare,Me-ng-a-ng-a,NIAS,Meha,meha,,
1272,277,word,Sbadigliare,Me-ng-a-ng-a,TOBA_BATAK,Pagiac,pagiac,,
1273,277,word,Sbadigliare,Me-ng-a-ng-a,ENGGANO,Pauápo,pauápo,,
1274,277,word,Sbadigliare,Me-ng-a-ng-a,ENGGANO,Poapo,poapo,,
1275,277,word,Scacciapensieri,Gi-ng-a-ng-,NIAS,,,,
1276,277,word,Scacciapensieri,Gi-ng-a-ng-,TOBA_BATAK,Saga saga hodon,saga saga hodon,,
1277,277,word,Scacciapensieri,Gi-ng-a-ng-,ENGGANO,Ediochéco,ediochéco,,
1278,277,word,Scaglia,Sisè ican,NIAS,Huna²,huna²,,
1279,277,word,Scaglia,Sisè ican,TOBA_BATAK,Sisic,sisic,J. S. A. Van Dissel,
1280,277,word,Scaglia,Sisè ican,ENGGANO,Enania,enania,,
1281,277,word,Scala,Tanga,NIAS,Ora,ora,,
1282,277,word,Scala,Tanga,TOBA_BATAK,Tanga,tanga,J. S. A. Van Dissel,
1283,277,word,Scala,Tanga,ENGGANO,Ehèa,ehèa,,
1284,277,word,Scemo,Bodo,NIAS,Ab<i>o</i>low<i>o</i>ch<i>o</i>,abolowocho,,
1285,277,word,Scemo,Bodo,TOBA_BATAK,Oto,oto,J. S. A. Van Dissel,
1286,277,word,Scemo,Bodo,ENGGANO,Caparebahu,caparebahu,,
1287,277,word,Scendere,Turun,NIAS,Milo tou,milo tou,,
1288,277,word,Scendere,Turun,TOBA_BATAK,Tuwat,tuwat,,
1289,277,word,Scendere,Turun,TOBA_BATAK,Midgiur,midgiur,,
1290,277,word,Scendere,Turun,ENGGANO,Ahitòpo,ahitòpo,,
1291,277,word,Scheletro,Tulang tulang,NIAS,Boto zi máte,boto zi máte,,
1292,277,word,Scheletro,Tulang tulang,TOBA_BATAK,Ra<i>ng</i>²,rang²,J. S. A. Van Dissel,
1293,277,word,Scheletro,Tulang tulang,ENGGANO,Eadia,eadia,,
1294,277,word,Scherzare,Main,NIAS,Fawude,fawude,,
1295,277,word,Scherzare,Main,TOBA_BATAK,Margait,margait,J. S. A. Van Dissel,
1296,277,word,Scherzare,Main,ENGGANO,Baitara,baitara,,
1297,277,word,Scherzare,Main,ENGGANO,Moco pamehena,moco pamehena,,
1298,277,word,Scoglio,Carang,NIAS,Gowe,gowe,,
1299,277,word,Scoglio,Carang,TOBA_BATAK,Batu,batu,J. S. A. Van Dissel,
1300,277,word,Scoglio,Carang,ENGGANO,Eea,eea,,
1301,277,word,Scongiuro,Pembua-ng-an setan,NIAS,Faetósa,faetósa,,
1302,277,word,Scongiuro,Pembua-ng-an setan,TOBA_BATAK,Mahusaem,mahusaem,,
1303,277,word,Scongiuro,Pembua-ng-an setan,ENGGANO,Ehabédo,ehabédo,,
1304,277,word,Se,Calò,NIAS,Na,na,,
1305,277,word,Se,Calò,TOBA_BATAK,Olo,olo,,
1306,277,word,Se,Calò,ENGGANO,Hio,hio,,
1307,277,word,Secco,Crin,NIAS,Odufodufo,odufodufo,,
1308,277,word,Secco,Crin,TOBA_BATAK,Has,has,J. S. A. Van Dissel,
1309,277,word,Secco,Crin,TOBA_BATAK,Hora,hora,J. S. A. Van Dissel,
1310,277,word,Secco,Crin,ENGGANO,Caachihi,caachihi,,
1311,277,word,Sedersi,Dudò,NIAS,Dadaau,dadaau,,M--duduk
1312,277,word,Sedersi,Dudò,TOBA_BATAK,Hundul,hundul,,M--duduk
1313,277,word,Sedersi,Dudò,ENGGANO,Ehècu,ehècu,,M--duduk
1314,277,word,Seguire,Turut ; Icut,NIAS,Oo,oo,,
1315,277,word,Seguire,Turut ; Icut,TOBA_BATAK,Manghihutton,manghihutton,J. S. A. Van Dissel,
1316,277,word,Seguire,Turut ; Icut,ENGGANO,Aioo,aioo,,
1317,277,word,Sempre,Salalu,NIAS,Gofuheza,gofuheza,,
1318,277,word,Sempre,Salalu,TOBA_BATAK,Sai,sai,J. S. A. Van Dissel,
1319,277,word,Sempre,Salalu,ENGGANO,Bodo,bodo,,
1320,277,word,Sentire,Me rasa sacchè,NIAS,Af<i>o</i>ch<i>o</i>,afocho,,M--merasa sacchè
1321,277,word,Sentire,Me rasa sacchè,TOBA_BATAK,Malla,malla,J. S. A. Van Dissel,M--merasa sacchè
1322,277,word,Sentire,Me rasa sacchè,ENGGANO,Chèoba iaua,chèoba iaua,,M--merasa sacchè
1323,277,word,Sera,Petang,NIAS,Owi,owi,,
1324,277,word,Sera,Petang,TOBA_BATAK,Na bot,na bot,J. S. A. Van Dissel,
1325,277,word,Sera,Petang,ENGGANO,Nama huma,nama huma,,
1326,277,word,Sete,Dahaga ; Haus,NIAS,Aw<i>o</i>chi d<i>o</i>d<i>o</i>,awochi dodo,,
1327,277,word,Sete,Dahaga ; Haus,TOBA_BATAK,Manguwas,manguwas,J. S. A. Van Dissel,
1328,277,word,Sete,Dahaga ; Haus,ENGGANO,Echihoa,echihoa,,
1329,277,word,Sì,Ia,NIAS,E,e,,
1330,277,word,Sì,Ia,TOBA_BATAK,Olo,olo,,
1331,277,word,Sì,Ia,ENGGANO,Ò,ò,,
1332,277,word,Simile,Sama giugá,NIAS,Simané,simané,,GPWR--Reciprocal (?)
1333,277,word,Simile,Sama giugá,TOBA_BATAK,So<i>ng</i>on,songon,,GPWR--Reciprocal (?)
1334,277,word,Simile,Sama giugá,ENGGANO,Panacona,panacona,,GPWR--Reciprocal (?)
1335,277,word,Sinistra,Chirí,NIAS,Gambera,gambera,,
1336,277,word,Sinistra,Chirí,TOBA_BATAK,Hambirang,hambirang,J. S. A. Van Dissel,
1337,277,word,Sinistra,Chirí,ENGGANO,Eèpe,eèpe,,
1338,277,word,Si può andare,Bolè pighí,NIAS,Tola latoro,tola latoro,,
1339,277,word,Si può andare,Bolè pighí,TOBA_BATAK,Ra lao,ra lao,J. S. A. Van Dissel,
1340,277,word,Si può andare,Bolè pighí,ENGGANO,Uahapè,uahapè,,
1341,277,word,Sole,Mata ari,NIAS,Lúo,lúo,,
1342,277,word,Sole,Mata ari,TOBA_BATAK,Mata ni ari,mata ni ari,J. S. A. Van Dissel,
1343,277,word,Sole,Mata ari,ENGGANO,Bacacaho,bacacaho,,
1344,277,word,Soltanto,Sa hagia,NIAS,Ha,ha,,
1345,277,word,Soltanto,Sa hagia,TOBA_BATAK,Tombal,tombal,J. S. A. Van Dissel,
1346,277,word,Soltanto,Sa hagia,ENGGANO,Eia,eia,,
1347,277,word,Somigliare,Be rupa sama,NIAS,,,,GPWR--Reciprocal (?) ; M--berupa sama
1348,277,word,Somigliare,Be rupa sama,TOBA_BATAK,,,,GPWR--Reciprocal (?) ; M--berupa sama
1349,277,word,Somigliare,Be rupa sama,ENGGANO,Panacona,panacona,,GPWR--Reciprocal (?) ; M--berupa sama
1350,277,word,Sopracciglio,Cheni-ng-,NIAS,,,,
1351,277,word,Sopracciglio,Cheni-ng-,TOBA_BATAK,Salibon,salibon,J. S. A. Van Dissel,
1352,277,word,Sopracciglio,Cheni-ng-,ENGGANO,Ecufele baca,ecufele baca,,
1353,277,word,Sordo,Peca,NIAS,Afiso,afiso,,
